source_key,title,authors,publication_year,isbn,publisher,genres,decision,reason,language,subtitle,author_count,duplicate_like_count,review_group
/books/OL23316202M,Orient.,Théophile Gautier,1884,,G. Charpentier,Voyage,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,,1,0,DOMINANT_AUTHORS
/books/OL6540397M,Portraits contemporains,Théophile Gautier,1874,,Charpentier et cie,,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,"littérateurs--peintres--sculpteurs, artistes dramatiques",1,0,DOMINANT_AUTHORS
/books/OL23345710M,Tableaux à la plume,Théophile Gautier,1880,,G. Charpentier,Arts,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,,1,0,DOMINANT_AUTHORS
/books/OL8836961M,Théophile Gautier,Théophile Gautier,2002,9782070106721,Gallimard,,KEEP_CORE,Publication francophone cohérente ou édition française clairement identifiable ; compatible avec le corpus FR.,FR,"Romans, contes et nouvelles, tome 2",1,0,SECOND_PASS
/books/OL6345062M,Voyage en Espagne,Théophile Gautier,1900,,D. C. Heath & Co.,Voyage,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,,1,0,DOMINANT_AUTHORS
/books/OL10501234M,Voyage en Russie,Théophile Gautier,2002,9780543806598,Adamant Media Corporation,Voyage,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,Tome 1,1,0,DOMINANT_AUTHORS
/books/OL27586612M,L'annee du lievre 2,Tian,2013,9782070629589,Gallimard,BD et romans graphiques | Biographie | Histoire | Politique,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,,1,0,FINAL
/books/OL28986635M,L'année du lièvre,Tian,2011,9782070629572,Gallimard,Biographie | Histoire,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,Au-revoir Phnom-Penh,1,0,FINAL
/books/OL12831115M,"Istanbul Face Aux Regards--Visions, Illusions, Illuminations",Tijen Olcay,2007,9783631549780,Peter Lang Publishing,Voyage,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,Dans Les Arts Et Les Recits Des Voyageurs Francais Aux Xixeme Et Xxeme Siecles,1,0,FINAL
/books/OL17957042M,Chasseur de t^etes,Timothy Findley,1996,9782890527485,Boréal,Fiction,KEEP_TRANSLATION,Traduction ou édition française identifiable d'une œuvre non francophone.,FR,roman,1,0,FINAL
/books/OL20166471M,Guerres,Timothy Findley,2000,9782894061831,Bibliothèque québécoise,Fiction,KEEP_TRANSLATION,Traduction ou édition française identifiable d'une œuvre non francophone.,FR,,1,0,FINAL
/books/OL12622241M,La fille de l'homme au piano,Timothy Findley,1999,9782842611453,Serpent à plumes,Fiction,KEEP_TRANSLATION,Traduction ou édition française identifiable d'une œuvre non francophone.,FR,,1,0,FINAL
/books/OL9010740M,Le dernier des fous,Timothy Findley,1996,9782908957952,Serpent à plumes,Fiction,KEEP_TRANSLATION,Traduction ou édition française identifiable d'une œuvre non francophone.,FR,,1,0,FINAL
/books/OL32117088M,Le Grand Elysium Hôtel,Timothy Findley,1986,9782221011270,Éditions R. Laffont,Fiction,KEEP_TRANSLATION,Traduction ou édition française identifiable d'une œuvre non francophone.,FR,roman,1,0,FINAL
/books/OL12622352M,Les Robes bleues,Timothy Findley,2003,9782842614058,Serpent à plumes,Fiction,KEEP_TRANSLATION,Traduction ou édition française identifiable d'une œuvre non francophone.,FR,,1,0,FINAL
/books/OL32132051M,Passagers clandestins,Timothy Findley,2008,9782742779932,Actes Sud,Fiction,KEEP_TRANSLATION,Traduction ou édition française identifiable d'une œuvre non francophone.,FR,roman,1,0,FINAL
/books/OL32133443M,Pilgrim,Timothy Findley,2001,9782744150418,Éd. France loisirs,Fiction,KEEP_TRANSLATION,Traduction ou édition française identifiable d'une œuvre non francophone.,FR,,1,0,FINAL
/books/OL26221271M,Police lunaire,Tom Gauld,2016,9782896942930,Alto,BD et romans graphiques,KEEP_TRANSLATION,Traduction ou édition française identifiable d'une œuvre non francophone.,FR,,1,0,FINAL
/books/OL25545635M,N'oublie pas ta capuche!,Tome | Janry,1996,9782800122113,Dupuis,,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,"pre ce de de ""Le monsieur qui mangeait les enfants""",2,0,FINAL
/books/OL8940413M,"Spirou et Fantasio, tome 37",Tome | Janry,1986,9782800113869,Dupuis,,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,Le Réveil du Z,2,0,FINAL
/books/OL61050725M,Du mensonge,Tommi Parrish,2017,9782366243642,Cambourakis,BD et romans graphiques,KEEP_TRANSLATION,Traduction ou édition française identifiable d'une œuvre non francophone.,FR,,1,0,FINAL
/books/OL39224003M,"Radiant, tome 12",Tony Valente,2019,9791033509646,Ankama,,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,,1,0,FINAL
/books/OL35369434M,Spirit of wonder,Toren Smith | Dana Lewis | Kenji Tsuruta,1999,9782203372269,Casterman,BD et romans graphiques,KEEP_TRANSLATION,Traduction ou édition française identifiable d'une œuvre non francophone.,FR,,3,0,FINAL
/books/OL25546430M,Balaena Nun,Trantkat,1998,9782723425704,Gle nat,,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,,1,0,FINAL
/books/OL12626253M,La tijaniyya. une confrerie musulmane a la conquete de l'afrique,Triaud /Robinson,2000,9782845860865,Karthala,Histoire,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,,1,0,FINAL
/books/OL531312M,Dictionnaire humoristique de A à Z,Tristan Bernard,1993,9782862742878,Cherche midi,,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,,1,0,FINAL
/books/OL17434644M,La Chine en mouvement,Trudie BonBernard,1992,9782893100333,Éditions de la Chenelière,Jeunesse | Voyage,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,,1,0,FINAL
/books/OL45683311M,Bakuman - Tome 12 (BAKUMAN (12)) (French Edition),Tsugumi Ohba | Takeshi Obata,2012,9782505015475,KANA,,KEEP_TRANSLATION,Traduction ou édition française identifiable d'une œuvre non francophone.,FR,,2,0,FINAL
/books/OL43033283M,Bakuman - Tome 13,Tsugumi Ohba | Takeshi Obata,2013,9782505016847,KANA,,KEEP_TRANSLATION,Traduction ou édition française identifiable d'une œuvre non francophone.,FR,,2,0,FINAL
/books/OL45683255M,Bakuman - Tome 17,Tsugumi Ohba | Takeshi Obata,2014,9782505060062,KANA,,KEEP_TRANSLATION,Traduction ou édition française identifiable d'une œuvre non francophone.,FR,,2,0,FINAL
/books/OL45922691M,"Bakuman, Tome 4 (French Edition)",Tsugumi Ohba | Takeshi Obata,2010,9782505009887,Kana,,KEEP_TRANSLATION,Traduction ou édition française identifiable d'une œuvre non francophone.,FR,,2,0,FINAL
/books/OL43242447M,"Bakuman, Tome 6",Tsugumi Ohba | Takeshi Obata,2011,9782505010760,Kana,Fiction,KEEP_TRANSLATION,Traduction ou édition française identifiable d'une œuvre non francophone.,FR,,2,0,FINAL
/books/OL61502824M,Death Note - Black edition Tome 5,Tsugumi Ohba | Takeshi Obata,2011,9782505010692,Kana,BD et romans graphiques | Fiction,KEEP_TRANSLATION,Traduction ou édition française identifiable d'une œuvre non francophone.,FR,,2,0,FINAL
/books/OL30616208M,DEATH NOTE BLACK EDITION - Tome 1,Tsugumi Ohba | Takeshi Obata,2010,9782505009054,KANA,,KEEP_TRANSLATION,Traduction ou édition française identifiable d'une œuvre non francophone.,FR,,2,0,FINAL
/books/OL20470220M,"œuvres de Mr. Turgot, ministre d'état, précédées et accompagnées de Mémoires et de notes sur sa ...",Turgot,1810,,Impr. de A. Belin,Histoire | Politique | Sciences sociales,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,,1,0,FINAL
/books/OL3700813M,Making global trade work for people.,United Nations Development Programme,2003,9781853839818,Earthscan,Politique,REPLACE,Édition manifestement étrangère ou langue principale non française ; notice à remplacer dans le corpus FR.,FR,,1,0,FINAL
/books/OL19487633M,Images et représentation du pouvoir et de l'ordre social dans l'antiquité,"Université d'Angers, HIRES (Centre d'histoire des régulations et des politiques sociales UPRES EA 1710) (Angers) (28-29 mai 1999)",2001,9782701801476,De Boccard,Histoire,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,"actes du colloque, Angers, 28-29 mai 1999",1,0,FINAL
/books/OL19283310M,Guide de Montréal,Université Laval,1996,9780665801167,Sine nomine,Voyage,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,"8ième Congrès bisannuel de l'Association dentaire canadienne : 12, 13, 14, 15 septembre, 1916.",1,0,FINAL
/books/OL18739113M,"Rapports des jurys du baccalauréat, session de juin 1912",Université Laval,1996,9780665784286,Sine nomine,Philosophie,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,,1,0,FINAL
/books/OL10370378M,The Jungle (Webster's French Thesaurus Edition),Upton Sinclair,2005,9780497256791,Icon Classics,BD et romans graphiques | Fiction | Histoire | Politique | Sciences sociales,REPLACE,Édition manifestement étrangère ou langue principale non française ; notice à remplacer dans le corpus FR.,FR,,1,0,FINAL
/books/OL13133355M,Bibliography on Indian Buddhist Art and Archaaeology,Utpal Chakrabory,2006,9788124603611,Rupa,,REPLACE,"Notice hors corpus FR ou redondance manifeste : édition étrangère, langue non française ou doublon bibliographique à écarter.",FR,Genderal and Classified under Goegraphical Sites (Perspectives in Indian Art & Archaeology),1,0,FIRST_PASS
/books/OL20653332M,Dieu amour dans la tradition chrétienne et la pensée contemporaine,V. (Vera) Araújo,1993,9782853132602,Nouvelle cité,,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,,1,0,FINAL
/books/OL12642375M,Dictionnaire iconologique,V. Bar,1998,9782878440386,Editions Faton,,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,,1,0,FINAL
/books/OL13499643M,L' education des sentiments. --.,V. Bridou,1911,,O. Doin,Philosophie | Éducation,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,,1,0,FINAL
/books/OL20513785M,"Le siècle de la lumière, 1600-1715",V. C. /Jullien Biet,1997,9782902126408,ENS Editions Fontenay/Saint-Cloud,Histoire,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,,1,0,FINAL
/books/OL7780647M,From Tribe to Empire (History of Civilization),V. Gordon Childe,2003,9780710308504,Kegan Paul,Sciences sociales,REPLACE,"Notice hors corpus FR ou redondance manifeste : édition étrangère, langue non française ou doublon bibliographique à écarter.",FR,,1,0,FIRST_PASS
/books/OL33183900M,La Terminologie franco-canadienne dans les sciences naturelles,V.-A Huard,1912,,Impr. Laflamme & Proulx,,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,,1,0,FINAL
/books/OL17476128M,Manuel des sciences usuelles,V.-A Huard,1994,9780665730696,Sine nomine,Sciences,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,rédigé conformément au programme d'études des écoles primaires catholiques de la province de Québec.,1,0,FINAL
/books/OL32069827M,L'ange de la nuit,V.C. Andrews,1990,9782277228707,Editions J'ai Lu,Fiction,KEEP_TRANSLATION,Traduction ou édition française identifiable d'une œuvre non francophone.,FR,,1,0,FINAL
/books/OL32069777M,Les enfants des collines,V.C. Andrews,1993,9782277227274,J'ai Lu,Fiction,KEEP_TRANSLATION,Traduction ou édition française identifiable d'une œuvre non francophone.,FR,,1,0,FINAL
/books/OL12635765M,Palestine(s): Les Dechirures,Valerie Feron,2001,9782866453916,Kiron/Felin,Histoire | Politique,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,de Nazareth a Bethleem,1,0,FINAL
/books/OL19027165M,La bioéthique,Valérie Marange,1998,9782501028783,"""Le Monde"" éd.",Sciences,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,,1,0,FINAL
/books/OL31852231M,Casino royale,Van Jensen,2020,9782413012887,DELCOURT,BD et romans graphiques,KEEP_TRANSLATION,Traduction ou édition française identifiable d'une œuvre non francophone.,FR,,1,0,FINAL
/books/OL17976325M,Anciens et modernes,Vasco de Magalhães-Vilhena,1986,9782865631681,Librairie des Méridiens,Histoire | Sciences | Technologie,KEEP_TRANSLATION,Traduction ou édition française identifiable d'une œuvre non francophone.,FR,études d'histoire sociale des idées,1,0,FINAL
/books/OL12654143M,D'holbach - oeuvres philosophiques completes t3,Vercruysse Jerome,2001,9782911737183,Alive,Philosophie,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,,1,0,FINAL
/books/OL13432044M,Chinese Snuff Bottles,Verene Nicollier-de Weck,2007,9788874393619,5 Continents Editions,,REPLACE,Édition manifestement étrangère ou langue principale non française ; notice à remplacer dans le corpus FR.,FR,The Bauer Collection,1,0,FINAL
/books/OL26775221M,Allégeance,Veronica Roth,2014,9782092532300,ADA Éditions,Fiction | Jeunes adultes | Science-fiction,KEEP_TRANSLATION,Traduction ou édition française identifiable d'une œuvre non francophone.,FR,,1,0,FINAL
/books/OL31882977M,Divergence,Veronica Roth,2011,9782896674275,AdA éditions,Fiction | Jeunes adultes | Jeunesse | Romance | Science-fiction,KEEP_TRANSLATION,Traduction ou édition française identifiable d'une œuvre non francophone.,FR,,1,0,FINAL
/books/OL37824153M,Divergente 2,Veronica Roth,2015,9782092552995,Nathan jeunesse,Fiction | Jeunes adultes | Romance | Science-fiction,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,,1,0,FINAL
/books/OL12804705M,Temps et aspect,Veronique Lagae,2002,9789042011335,Rodopi Bv Editions,,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,de la grammaire au lexique. Textes réunis par (Cahiers Chronos 10),1,0,FINAL
/books/OL12947855M,Datasheets of Flora Species for Revision of Appendix 1 of the Berne Convention (Nature and Environment Series),Vicky Morgan | Christine Leon,1992,9789287120878,Council of Europe Publishing,,REPLACE,"Notice hors corpus FR ou redondance manifeste : édition étrangère, langue non française ou doublon bibliographique à écarter.",FR,,2,0,FIRST_PASS
/books/OL23351283M,Études de philosophie ancienne et de philosophie moderne.,Victor Charles Louis Brochard,1912,,F. Alcan,Philosophie,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,Recueillies et précédées d'une introd. par V. Delbos.,1,0,FINAL
/books/OL858207M,De Kant aux postkantiens,Victor Delbos,1992,9782700733402,Aubier,,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,,1,0,FINAL
/books/OL23311020M,problème moral dans la philosophie de Spinoza et dans l'histoire du spinozisme.,Victor Delbos,1893,,F. Alcan,Histoire,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,,1,0,FINAL
/books/OL20096070M,Platonisme et pensée contemporaine,Victor Goldschmidt,1990,9782711610051,Librairie philosophique J. Vrin,,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,,1,0,FINAL
/books/OL3951036M,A bilingual edition of the major epics of Victor Hugo,Victor Hugo,2002,9780773472396,Edwin Mellen Press,,REVIEW,"Notice plausible mais caractère bilingue, langue exacte, responsabilité bibliographique ou nature éditoriale reste à confirmer.",FR,,1,0,DOMINANT_AUTHORS
/books/OL3260294M,"Alpes, de la Haute-Savoie à la Suisse",Victor Hugo,1983,9782726600641,Entente,Voyage,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,,1,0,DOMINANT_AUTHORS
/books/OL23277136M,"Angelo, tyrant of Padua",Victor Hugo,1905,,Rullman,,REPLACE,Édition étrangère ou langue principale non française ; notice à remplacer dans le corpus FR.,FR,drama in five acts.,1,0,DOMINANT_AUTHORS
/books/OL62527967M,Bug-Jargal,Victor Hugo,2017,9782073019783,Gallimard,Fiction | Histoire,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,,1,0,DOMINANT_AUTHORS
/books/OL12396209M,Chanson Pour Faire Danser En Rond Les Petits Enfants,Victor Hugo,2002,9782070539147,Gallimard,,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,,1,0,DOMINANT_AUTHORS
/books/OL14002098M,Correspondance entre Victor Hugo et Paul Meurice.,Victor Hugo,1909,,E. Fasquelle,,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,Préf. de Jules Claretie.,1,0,DOMINANT_AUTHORS
/books/OL24188240M,De la jeunesse,Victor Hugo,1890,,C. Marpon et E. Flammarion,,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,"Petit Paul, Les pauvres gens, La légende du beau Pécopin, L'épopée du lion",1,0,DOMINANT_AUTHORS
/books/OL22178755M,Dernier jour d'un condamné,Victor Hugo,1999,9782761609708,Beauchemin,Fiction,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,,1,0,DOMINANT_AUTHORS
/books/OL12506399M,Ecrits politiques,Victor Hugo,2002,9782253905875,LGF,Politique,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,,1,0,DOMINANT_AUTHORS
/books/OL13494412M,En voyage,Victor Hugo,1800,,J. Hetzel,Voyage,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,France et Belgique.,1,0,DOMINANT_AUTHORS
/books/OL24194436M,enfants (Le livre des mères),Victor Hugo,1862,,J. Hetzel,,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,,1,0,DOMINANT_AUTHORS
/books/OL24194932M,Esmeralda,Victor Hugo,1844,,Furne,,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,Ruy Blas ; Les Burgraves.,1,0,DOMINANT_AUTHORS
/books/OL24188223M,Extraits,Victor Hugo,1885,,Hetzel-Quantin,,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,,1,0,DOMINANT_AUTHORS
/books/OL24165870M,feuilees d'automne.,Victor Hugo,1889,,J. Hetzel,,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,,1,0,DOMINANT_AUTHORS
/books/OL2601650M,Grand album Victor Hugo,Victor Hugo,1984,9782010102851,Hachette,,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,,1,0,DOMINANT_AUTHORS
/books/OL6980871M,Jargal,Victor Hugo,1866,,Carleton,Fiction | Histoire,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,a novel,1,0,DOMINANT_AUTHORS
/books/OL16887637M,L' Archipel de la Mancha,Victor Hugo,1985,9780861200122,Haule Books,Voyage,REVIEW,"Notice plausible mais caractère bilingue, langue exacte, responsabilité bibliographique ou nature éditoriale reste à confirmer.",FR,The Channel Islands,1,0,DOMINANT_AUTHORS
/books/OL18937722M,L' art et la science,Victor Hugo,1985,9782868690357,A.N.A.I.S.,,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,,1,0,DOMINANT_AUTHORS
/books/OL18609835M,L' esprit de la lettre,Victor Hugo,2007,9782759600175,Paris-musées,,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,"Maison de Victor Hugo, 25 octobre 2007-3 février 2008.",1,0,DOMINANT_AUTHORS
/books/OL178068M,La voix de Victor Hugo dans la guerre mondiale et ses prophéties,Victor Hugo,1920,,Librairie Delagrave,,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,,1,0,DOMINANT_AUTHORS
/books/OL17959112M,Le Conservateur littéraire. Edition critique publiée par Jules Marsan.,Victor Hugo,1922,,Droz [etc.],,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,,1,0,DOMINANT_AUTHORS
/books/OL3645440M,Le Hugo,Victor Hugo,2001,9782740413272,Mango jeunesse,,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,,1,0,DOMINANT_AUTHORS
/books/OL8837430M,Les Chants Du Crepuscule (Collection Poesie),Victor Hugo,1998,9782070322336,Editions Flammarion,,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,,1,0,DOMINANT_AUTHORS
/books/OL8839754M,Les Chants du crépuscule - Les Voix intérieures - Les Rayons et les Ombres,Victor Hugo,2002,9782070424153,Gallimard,,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,,1,0,DOMINANT_AUTHORS
/books/OL8841647M,Les Miserables 1,Victor Hugo,1997,9782080701251,Editions Flammarion,,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,,1,0,DOMINANT_AUTHORS
/books/OL6276469M,Les misérables,Victor Hugo,1931,,The Modern library,Fiction | Histoire | Politique,REVIEW,"Notice plausible mais doublon/variante d’édition, responsabilité bibliographique, langue ou qualité des métadonnées reste à confirmer.",FR,,1,2,FIRST_PASS
/books/OL24165924M,Les misérables.,Victor Hugo,1892,,"Little, Brown",,REVIEW,"Notice plausible mais doublon/variante d’édition, responsabilité bibliographique, langue ou qualité des métadonnées reste à confirmer.",FR,Part fourth: The Idyll and the Epic,1,2,FIRST_PASS
/books/OL23315567M,Littérature et philosophie mêlées.,Victor Hugo,1800,,J. Hetzel,,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,,1,0,DOMINANT_AUTHORS
/books/OL6921692M,Sur les bords du Rhin,Victor Hugo,1902,,H. Holt and company,Voyage,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,,1,0,DOMINANT_AUTHORS
/books/OL6945557M,The destroyer of the second republic,Victor Hugo,1870,,Sheldon,Histoire,REPLACE,Édition étrangère ou langue principale non française ; notice à remplacer dans le corpus FR.,FR,being Napoleon the Little.,1,0,DOMINANT_AUTHORS
/books/OL8301814M,"The Distance, the Shadows (Poetica)",Victor Hugo,2003,9780856463457,Anvil Press,,REPLACE,Édition étrangère ou langue principale non française ; notice à remplacer dans le corpus FR.,FR,,1,0,DOMINANT_AUTHORS
/books/OL17997726M,The Rhine,Victor Hugo,1900,,Estes & Lauriat,Voyage,REPLACE,"Notice hors corpus FR ou redondance manifeste : édition étrangère, langue non française ou doublon bibliographique à écarter.",FR,"a tour from Paris to Mayence by the way of Aix-La-Chapelle : with an account of its legends, antiquities, and important historical events",1,0,FIRST_PASS
/books/OL12392071M,Victor Hugo,Victor Hugo,1964,9782070102655,Gallimard,Voyage,KEEP_CORE,Publication francophone cohérente ou édition française clairement identifiable ; compatible avec le corpus FR.,FR,"Théatre complet, tome 1",1,0,SECOND_PASS
/books/OL3535533M,Voyage vers les Pyrénées,Victor Hugo,2001,9782866454050,Lebaud-Félin,Voyage,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,,1,0,DOMINANT_AUTHORS
/books/OL4784937M,Voyages France et Belgique (1834-1837),Victor Hugo,1974,9782706100437,Presses universitaires de Grenoble,Voyage,KEEP_CORE,Ouvrage francophone cohérent du groupe d'auteur dominant ; édition compatible avec le corpus FR.,FR,,1,0,DOMINANT_AUTHORS
/books/OL20061158M,VLB,Victor Lévy Beaulieu,1995,9782921898003,Éditions Trois-Pistoles,Biographie | Fiction,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,œuvres complètes.,1,0,FINAL
/books/OL26416244M,Roller Girl,Victoria Jamieson,2016,9791032400876,404 Editions,BD et romans graphiques | Fiction,KEEP_TRANSLATION,Traduction ou édition française identifiable d'une œuvre non francophone.,FR,,1,0,FINAL
/books/OL21060096M,Inférence statistique,Vidya Bhushan,1985,9782763770871,Presses de l'Université Laval,,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,,1,0,FINAL
/books/OL12626179M,Le Discernement selon d'Edith Stein,Vincent Aucante,2003,9782845731653,Parole et silence,Philosophie,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,Que faire de sa vie ?,1,0,FINAL
/books/OL19686006M,Autofictions et autres mythomanies littéraires,Vincent Colonna,2004,9782907681476,Tristram,Fiction,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,,1,0,FINAL
/books/OL22175153M,La société malade de la gestion,Vincent de Gaujelac,2005,9782020689120,Éditions du Seuil,,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,"idéologie gestionnaire, pouvoir managérial et harcèlement social",1,0,FINAL
/books/OL12628728M,C'était la ville nouvelle,Vincent Girard,2003,9782850566172,Somogy,Histoire | Économie et entreprise,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,,1,0,FINAL
/books/OL12626264M,Les premiers missionnaires protestants de madagascar (1795-1827),Vincent Huyghues-Belrose,2001,9782845861336,Karthala,Histoire,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,,1,0,FINAL
/books/OL26719641M,L'Illusion nationale: Deux ans d'enquete dans les villes FN (French Edition),Vincent JAROUSSEAU | Valerie IGOUNET,2017,9782352045977,French and European Publications Inc,Politique,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,,2,0,FINAL
/books/OL22157098M,L' analyse structurale des réseaux sociaux,Vincent Lemieux,2004,9782763780368,Presses de l'Université Laval,,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,,1,0,FINAL
/books/OL32909805M,Negalyod,Vincent Perriot,2018,9782203152373,Casterman,,KEEP_CORE,Ouvrage francophone cohérent ; édition et métadonnées compatibles avec le corpus FR.,FR,,1,0,FINAL
/books/OL3885810M,Appunti inediti su Renato Cartesio,Vincenzo Gioberti,1981,9788822230300,L.S. Olschki,Philosophie,REPLACE,"Notice hors corpus FR ou redondance manifeste : édition étrangère, langue non française ou doublon bibliographique à écarter.",FR,la storia della filosofia,1,0,FIRST_PASS
